# Type                      | Price  | Qty  | Rar  | Sells  | Buys   | World             | Category            | Material            | Market
---------------------------------------------------------------------------------------------------------------------------------------------
AbbatoirDeed              |    440 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Butcher
SkinnedGoatArtifact       |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
SkullCandleArtifact       |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
StretchedHideArtifact     |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
StuddedLeggingsArtifact   |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
StuddedTunicArtifact      |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
TarotCardsArtifact        |      1 |    0 |  101 | false  | true   | World.None        | Category.Artifact   | Material.None       | Market.Thief
DecoBlackmoor             |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoBloodspawn            |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoBottlesOfLiquor       |   5000 |    1 |   95 | false  | false  | World.None        | Category.Tavern     | Material.None       | Market.Inn
DecoBridle                |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Stable
DecoBridle2               |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Stable
DecoBrimstone             |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoDragonsBlood2         |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoEyeOfNewt             |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoGarlic                |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoGarlic2               |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoGarlicBulb            |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoGarlicBulb2           |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoGinseng               |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoGinseng2              |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoGinsengRoot           |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoGinsengRoot2          |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoHay2                  |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Farmer
DecoMandrake              |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoMandrake2             |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoMandrake3             |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoMandrakeRoot          |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoMandrakeRoot2         |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoNightshade            |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoNightshade2           |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoNightshade3           |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoObsidian              |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecoPumice                |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DecorativePlateKabuto     |     95 |   15 |    0 | false  | false  | World.Orient      | Category.Armor      | Material.Metal      | Market.Monk
DecorativeShieldDeed      |   5000 |    1 |   95 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Smith
DecoTray                  |   5000 |    1 |   95 | false  | false  | World.None        | Category.Tavern     | Material.None       | Market.Inn
DecoTray2                 |   5000 |    1 |   95 | false  | false  | World.None        | Category.Tavern     | Material.None       | Market.Inn
DecoWyrmsHeart            |   1000 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Alchemy
DeerCap                   |     50 |    5 |    0 | false  | false  | World.None        | Category.Armor      | Material.Cloth      | Market.Leather
DemonPrison               |   2000 |    0 |    0 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Death
DiamondMace               |     31 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
Dices                     |      2 |   15 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Inn
DisguiseKit               |    700 |    5 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Assassin
DockingLantern            |     58 |   15 |   50 | false  | false  | World.None        | Category.None       | Material.None       | Market.Sailor
DolphinEastLargeAddonDeed |   1600 |    0 |    0 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Sailor
DolphinEastSmallAddonDeed |   1600 |    0 |    0 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Sailor
DolphinSouthLargeAddonDeed |   1600 |    0 |    0 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Sailor
DolphinSouthSmallAddonDeed |   1600 |    0 |    0 | false  | false  | World.None        | Category.Rare       | Material.None       | Market.Sailor
DoubleAxe                 |     52 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
DoubleBladedStaff         |     35 |   15 |    0 | false  | false  | World.None        | Category.Weapon     | Material.Metal      | Market.Smith
